architecture,candidate_set_result,exact_accepted_row,expected_available_fraction,expected_available_mass,expected_candidate_rank,expected_candidate_raw_score,expected_candidate_strength,expected_conflicting_action_separation,expected_contradiction,expected_critical_contradiction,expected_exact_margin,expected_support,expected_supporting_region_count,maximum_candidate_strength,maximum_tie_size,observation_action,observation_row,winner_action,winner_row,winner_selected_by
B,exact_row_accepted,tank=0|target=none|cooldown=0,1.0,100.0,4,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,RIGHT,tank=0|target=1|cooldown=1,STAY,tank=0|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=0|target=none|cooldown=0,1.0,100.0,5,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,RIGHT,tank=0|target=2|cooldown=0,STAY,tank=0|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=0|target=none|cooldown=0,1.0,100.0,6,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,RIGHT,tank=0|target=2|cooldown=1,STAY,tank=0|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=0|target=none|cooldown=0,1.0,100.0,7,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,RIGHT,tank=0|target=3|cooldown=0,STAY,tank=0|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=0|target=none|cooldown=0,1.0,100.0,8,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,RIGHT,tank=0|target=3|cooldown=1,STAY,tank=0|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=0|target=none|cooldown=0,1.0,100.0,9,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,RIGHT,tank=0|target=4|cooldown=0,STAY,tank=0|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=0|target=none|cooldown=0,1.0,100.0,10,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,RIGHT,tank=0|target=4|cooldown=1,STAY,tank=0|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=0|target=none|cooldown=0,1.0,100.0,11,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,RIGHT,tank=0|target=5|cooldown=0,STAY,tank=0|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=0|target=none|cooldown=0,1.0,100.0,12,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,RIGHT,tank=0|target=5|cooldown=1,STAY,tank=0|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=0|target=none|cooldown=0,1.0,100.0,5,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,RIGHT,tank=0|target=6|cooldown=0,STAY,tank=0|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=0|target=none|cooldown=0,1.0,100.0,6,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,RIGHT,tank=0|target=6|cooldown=1,STAY,tank=0|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=0|target=none|cooldown=0,1.0,103.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,112,STAY,tank=0|target=none|cooldown=0,STAY,tank=0|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=0|target=none|cooldown=0,1.0,103.0,2,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,STAY,tank=0|target=none|cooldown=1,STAY,tank=0|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=1|target=none|cooldown=0,1.0,100.0,3,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,LEFT,tank=1|target=0|cooldown=0,STAY,tank=1|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=1|target=none|cooldown=0,1.0,100.0,4,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,LEFT,tank=1|target=0|cooldown=1,STAY,tank=1|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=1|target=none|cooldown=0,1.0,100.0,3,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,FIRE,tank=1|target=1|cooldown=0,STAY,tank=1|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=1|target=none|cooldown=0,1.0,100.0,4,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,STAY,tank=1|target=1|cooldown=1,STAY,tank=1|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=1|target=none|cooldown=0,1.0,100.0,5,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,RIGHT,tank=1|target=2|cooldown=0,STAY,tank=1|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=1|target=none|cooldown=0,1.0,100.0,6,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,RIGHT,tank=1|target=2|cooldown=1,STAY,tank=1|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=1|target=none|cooldown=0,1.0,100.0,7,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,RIGHT,tank=1|target=3|cooldown=0,STAY,tank=1|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=1|target=none|cooldown=0,1.0,100.0,8,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,RIGHT,tank=1|target=3|cooldown=1,STAY,tank=1|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=1|target=none|cooldown=0,1.0,100.0,9,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,RIGHT,tank=1|target=4|cooldown=0,STAY,tank=1|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=1|target=none|cooldown=0,1.0,100.0,10,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,RIGHT,tank=1|target=4|cooldown=1,STAY,tank=1|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=1|target=none|cooldown=0,1.0,100.0,11,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,RIGHT,tank=1|target=5|cooldown=0,STAY,tank=1|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=1|target=none|cooldown=0,1.0,100.0,12,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,RIGHT,tank=1|target=5|cooldown=1,STAY,tank=1|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=1|target=none|cooldown=0,1.0,100.0,5,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,RIGHT,tank=1|target=6|cooldown=0,STAY,tank=1|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=1|target=none|cooldown=0,1.0,100.0,6,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,RIGHT,tank=1|target=6|cooldown=1,STAY,tank=1|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=1|target=none|cooldown=0,1.0,103.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,112,STAY,tank=1|target=none|cooldown=0,STAY,tank=1|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=1|target=none|cooldown=0,1.0,103.0,2,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,STAY,tank=1|target=none|cooldown=1,STAY,tank=1|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=2|target=none|cooldown=0,1.0,100.0,3,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,LEFT,tank=2|target=0|cooldown=0,STAY,tank=2|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=2|target=none|cooldown=0,1.0,100.0,4,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,LEFT,tank=2|target=0|cooldown=1,STAY,tank=2|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=2|target=none|cooldown=0,1.0,100.0,3,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,LEFT,tank=2|target=1|cooldown=0,STAY,tank=2|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=2|target=none|cooldown=0,1.0,100.0,4,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,LEFT,tank=2|target=1|cooldown=1,STAY,tank=2|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=2|target=none|cooldown=0,1.0,100.0,5,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,FIRE,tank=2|target=2|cooldown=0,STAY,tank=2|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=2|target=none|cooldown=0,1.0,100.0,6,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,STAY,tank=2|target=2|cooldown=1,STAY,tank=2|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=2|target=none|cooldown=0,1.0,100.0,7,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,RIGHT,tank=2|target=3|cooldown=0,STAY,tank=2|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=2|target=none|cooldown=0,1.0,100.0,8,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,RIGHT,tank=2|target=3|cooldown=1,STAY,tank=2|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=2|target=none|cooldown=0,1.0,100.0,9,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,RIGHT,tank=2|target=4|cooldown=0,STAY,tank=2|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=2|target=none|cooldown=0,1.0,100.0,10,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,RIGHT,tank=2|target=4|cooldown=1,STAY,tank=2|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=2|target=none|cooldown=0,1.0,100.0,11,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,RIGHT,tank=2|target=5|cooldown=0,STAY,tank=2|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=2|target=none|cooldown=0,1.0,100.0,12,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,RIGHT,tank=2|target=5|cooldown=1,STAY,tank=2|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=2|target=none|cooldown=0,1.0,100.0,5,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,RIGHT,tank=2|target=6|cooldown=0,STAY,tank=2|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=2|target=none|cooldown=0,1.0,100.0,6,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,RIGHT,tank=2|target=6|cooldown=1,STAY,tank=2|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=2|target=none|cooldown=0,1.0,103.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,112,STAY,tank=2|target=none|cooldown=0,STAY,tank=2|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=2|target=none|cooldown=0,1.0,103.0,2,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,STAY,tank=2|target=none|cooldown=1,STAY,tank=2|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=3|target=none|cooldown=0,1.0,100.0,3,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,LEFT,tank=3|target=0|cooldown=0,STAY,tank=3|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=3|target=none|cooldown=0,1.0,100.0,4,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,LEFT,tank=3|target=0|cooldown=1,STAY,tank=3|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=3|target=none|cooldown=0,1.0,100.0,3,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,LEFT,tank=3|target=1|cooldown=0,STAY,tank=3|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=3|target=none|cooldown=0,1.0,100.0,4,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,LEFT,tank=3|target=1|cooldown=1,STAY,tank=3|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=3|target=none|cooldown=0,1.0,100.0,5,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,LEFT,tank=3|target=2|cooldown=0,STAY,tank=3|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=3|target=none|cooldown=0,1.0,100.0,6,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,LEFT,tank=3|target=2|cooldown=1,STAY,tank=3|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=3|target=none|cooldown=0,1.0,100.0,7,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,FIRE,tank=3|target=3|cooldown=0,STAY,tank=3|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=3|target=none|cooldown=0,1.0,100.0,8,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,STAY,tank=3|target=3|cooldown=1,STAY,tank=3|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=3|target=none|cooldown=0,1.0,100.0,9,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,RIGHT,tank=3|target=4|cooldown=0,STAY,tank=3|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=3|target=none|cooldown=0,1.0,100.0,10,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,RIGHT,tank=3|target=4|cooldown=1,STAY,tank=3|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=3|target=none|cooldown=0,1.0,100.0,11,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,RIGHT,tank=3|target=5|cooldown=0,STAY,tank=3|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=3|target=none|cooldown=0,1.0,100.0,12,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,RIGHT,tank=3|target=5|cooldown=1,STAY,tank=3|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=3|target=none|cooldown=0,1.0,100.0,5,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,RIGHT,tank=3|target=6|cooldown=0,STAY,tank=3|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=3|target=none|cooldown=0,1.0,100.0,6,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,RIGHT,tank=3|target=6|cooldown=1,STAY,tank=3|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=3|target=none|cooldown=0,1.0,103.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,112,STAY,tank=3|target=none|cooldown=0,STAY,tank=3|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=3|target=none|cooldown=0,1.0,103.0,2,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,STAY,tank=3|target=none|cooldown=1,STAY,tank=3|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=4|target=none|cooldown=0,1.0,100.0,3,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,LEFT,tank=4|target=0|cooldown=0,STAY,tank=4|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=4|target=none|cooldown=0,1.0,100.0,4,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,LEFT,tank=4|target=0|cooldown=1,STAY,tank=4|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=4|target=none|cooldown=0,1.0,100.0,3,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,LEFT,tank=4|target=1|cooldown=0,STAY,tank=4|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=4|target=none|cooldown=0,1.0,100.0,4,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,LEFT,tank=4|target=1|cooldown=1,STAY,tank=4|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=4|target=none|cooldown=0,1.0,100.0,5,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,LEFT,tank=4|target=2|cooldown=0,STAY,tank=4|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=4|target=none|cooldown=0,1.0,100.0,6,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,LEFT,tank=4|target=2|cooldown=1,STAY,tank=4|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=4|target=none|cooldown=0,1.0,100.0,7,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,LEFT,tank=4|target=3|cooldown=0,STAY,tank=4|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=4|target=none|cooldown=0,1.0,100.0,8,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,LEFT,tank=4|target=3|cooldown=1,STAY,tank=4|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=4|target=none|cooldown=0,1.0,100.0,9,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,FIRE,tank=4|target=4|cooldown=0,STAY,tank=4|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=4|target=none|cooldown=0,1.0,100.0,10,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,STAY,tank=4|target=4|cooldown=1,STAY,tank=4|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=4|target=none|cooldown=0,1.0,100.0,11,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,RIGHT,tank=4|target=5|cooldown=0,STAY,tank=4|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=4|target=none|cooldown=0,1.0,100.0,12,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,RIGHT,tank=4|target=5|cooldown=1,STAY,tank=4|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=4|target=none|cooldown=0,1.0,100.0,5,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,RIGHT,tank=4|target=6|cooldown=0,STAY,tank=4|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=4|target=none|cooldown=0,1.0,100.0,6,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,RIGHT,tank=4|target=6|cooldown=1,STAY,tank=4|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=4|target=none|cooldown=0,1.0,103.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,112,STAY,tank=4|target=none|cooldown=0,STAY,tank=4|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=4|target=none|cooldown=0,1.0,103.0,2,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,STAY,tank=4|target=none|cooldown=1,STAY,tank=4|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=5|target=none|cooldown=0,1.0,100.0,5,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,LEFT,tank=5|target=0|cooldown=0,STAY,tank=5|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=5|target=none|cooldown=0,1.0,100.0,6,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,LEFT,tank=5|target=0|cooldown=1,STAY,tank=5|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=5|target=none|cooldown=0,1.0,100.0,5,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,LEFT,tank=5|target=1|cooldown=0,STAY,tank=5|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=5|target=none|cooldown=0,1.0,100.0,6,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,LEFT,tank=5|target=1|cooldown=1,STAY,tank=5|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=5|target=none|cooldown=0,1.0,100.0,7,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,LEFT,tank=5|target=2|cooldown=0,STAY,tank=5|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=5|target=none|cooldown=0,1.0,100.0,8,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,LEFT,tank=5|target=2|cooldown=1,STAY,tank=5|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=5|target=none|cooldown=0,1.0,100.0,9,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,LEFT,tank=5|target=3|cooldown=0,STAY,tank=5|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=5|target=none|cooldown=0,1.0,100.0,10,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,LEFT,tank=5|target=3|cooldown=1,STAY,tank=5|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=5|target=none|cooldown=0,1.0,100.0,11,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,LEFT,tank=5|target=4|cooldown=0,STAY,tank=5|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=5|target=none|cooldown=0,1.0,100.0,12,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,LEFT,tank=5|target=4|cooldown=1,STAY,tank=5|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=5|target=none|cooldown=0,1.0,100.0,13,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,FIRE,tank=5|target=5|cooldown=0,STAY,tank=5|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=5|target=none|cooldown=0,1.0,100.0,14,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,STAY,tank=5|target=5|cooldown=1,STAY,tank=5|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=5|target=none|cooldown=0,1.0,100.0,7,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,RIGHT,tank=5|target=6|cooldown=0,STAY,tank=5|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=5|target=none|cooldown=0,1.0,100.0,8,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,RIGHT,tank=5|target=6|cooldown=1,STAY,tank=5|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=5|target=none|cooldown=0,1.0,103.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,112,STAY,tank=5|target=none|cooldown=0,STAY,tank=5|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=5|target=none|cooldown=0,1.0,103.0,2,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,STAY,tank=5|target=none|cooldown=1,STAY,tank=5|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=6|target=none|cooldown=0,1.0,101.0,5,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,LEFT,tank=6|target=0|cooldown=0,STAY,tank=6|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=6|target=none|cooldown=0,1.0,101.0,6,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,LEFT,tank=6|target=0|cooldown=1,STAY,tank=6|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=6|target=none|cooldown=0,1.0,101.0,5,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,LEFT,tank=6|target=1|cooldown=0,STAY,tank=6|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=6|target=none|cooldown=0,1.0,101.0,6,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,LEFT,tank=6|target=1|cooldown=1,STAY,tank=6|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=6|target=none|cooldown=0,1.0,101.0,7,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,LEFT,tank=6|target=2|cooldown=0,STAY,tank=6|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=6|target=none|cooldown=0,1.0,101.0,8,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,LEFT,tank=6|target=2|cooldown=1,STAY,tank=6|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=6|target=none|cooldown=0,1.0,101.0,9,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,LEFT,tank=6|target=3|cooldown=0,STAY,tank=6|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=6|target=none|cooldown=0,1.0,101.0,10,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,LEFT,tank=6|target=3|cooldown=1,STAY,tank=6|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=6|target=none|cooldown=0,1.0,101.0,11,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,LEFT,tank=6|target=4|cooldown=0,STAY,tank=6|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=6|target=none|cooldown=0,1.0,101.0,12,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,LEFT,tank=6|target=4|cooldown=1,STAY,tank=6|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=6|target=none|cooldown=0,1.0,101.0,13,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,LEFT,tank=6|target=5|cooldown=0,STAY,tank=6|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=6|target=none|cooldown=0,1.0,101.0,14,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,LEFT,tank=6|target=5|cooldown=1,STAY,tank=6|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=6|target=none|cooldown=0,1.0,101.0,7,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,FIRE,tank=6|target=6|cooldown=0,STAY,tank=6|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=6|target=none|cooldown=0,1.0,101.0,8,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,STAY,tank=6|target=6|cooldown=1,STAY,tank=6|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=6|target=none|cooldown=0,1.0,104.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,112,STAY,tank=6|target=none|cooldown=0,STAY,tank=6|target=none|cooldown=0,lexical_tie
B,exact_row_accepted,tank=6|target=none|cooldown=0,1.0,104.0,2,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,STAY,tank=6|target=none|cooldown=1,STAY,tank=6|target=none|cooldown=0,lexical_tie
C,exact_row_accepted,tank=0|target=none|cooldown=0,1.0,100.0,3,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,FIRE,tank=0|target=0|cooldown=0,STAY,tank=0|target=none|cooldown=0,lexical_tie
C,exact_row_accepted,tank=0|target=none|cooldown=0,1.0,100.0,4,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,STAY,tank=0|target=0|cooldown=1,STAY,tank=0|target=none|cooldown=0,lexical_tie
C,exact_row_accepted,tank=0|target=none|cooldown=0,1.0,100.0,3,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,RIGHT,tank=0|target=1|cooldown=0,STAY,tank=0|target=none|cooldown=0,lexical_tie
C,exact_row_accepted,tank=0|target=none|cooldown=0,1.0,100.0,4,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,RIGHT,tank=0|target=1|cooldown=1,STAY,tank=0|target=none|cooldown=0,lexical_tie
C,exact_row_accepted,tank=0|target=none|cooldown=0,1.0,100.0,5,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,RIGHT,tank=0|target=2|cooldown=0,STAY,tank=0|target=none|cooldown=0,lexical_tie
C,exact_row_accepted,tank=0|target=none|cooldown=0,1.0,100.0,6,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,RIGHT,tank=0|target=2|cooldown=1,STAY,tank=0|target=none|cooldown=0,lexical_tie
C,exact_row_accepted,tank=0|target=none|cooldown=0,1.0,100.0,7,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,112,RIGHT,tank=0|target=3|cooldown=0,STAY,tank=0|target=none|cooldown=0,lexical_tie
