accepted,case_id,conflicting_action_rank,correct_row_rank,decision_reason,expected_action,expected_row,family,frame_id,same_action_rank,top1_action,top1_distance,top1_row,top1_visible_fraction,top5_actions,top5_rows
False,video-final-benign-occlusion,8,1,winner_threshold,RIGHT,tank=1|target=6|cooldown=0,bounded_translation_occlusion,sha256:03bf7a53f31b5321d5d6bae9f8f1e2833ac16fc52667361e7dbd30b9b5b1aa39,1,RIGHT,0.13308893917103687,tank=1|target=6|cooldown=0,1.0,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""tank=1|target=6|cooldown=0"", ""tank=1|target=6|cooldown=1"", ""tank=1|target=6|cooldown=1"", ""tank=1|target=6|cooldown=0"", ""tank=1|target=6|cooldown=1""]"
False,video-final-benign-occlusion,1,6,minimum_visible_fraction,RIGHT,tank=2|target=6|cooldown=0,bounded_translation_occlusion,sha256:0fd2d5b6c9552699a607d0f07e6eb2e2b36d22b35c1ad6fb72bdf89b869b70cc,6,STAY,4.767694331577687e-05,tank=2|target=none|cooldown=0,0.5,"[""STAY"", ""STAY"", ""STAY"", ""STAY"", ""STAY""]","[""tank=2|target=none|cooldown=0"", ""tank=2|target=none|cooldown=1"", ""tank=2|target=none|cooldown=1"", ""tank=2|target=none|cooldown=0"", ""tank=2|target=none|cooldown=1""]"
False,video-final-benign-occlusion,8,1,winner_threshold,RIGHT,tank=3|target=6|cooldown=0,bounded_translation_occlusion,sha256:9c87d5d31c447721cedc7ca7fc7d79eef0cb795dafca9afb68b78e7136f6e7b1,1,RIGHT,0.13308893917103687,tank=3|target=6|cooldown=0,1.0,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""tank=3|target=6|cooldown=0"", ""tank=3|target=6|cooldown=1"", ""tank=3|target=6|cooldown=1"", ""tank=3|target=6|cooldown=0"", ""tank=3|target=6|cooldown=1""]"
False,video-final-benign-occlusion,8,1,winner_threshold,RIGHT,tank=4|target=6|cooldown=0,bounded_translation_occlusion,sha256:094c497fe9eb28ec0785683c38dfe1cff19e037e1b3ab048162499e2743cc8eb,1,RIGHT,0.13308893917103687,tank=4|target=6|cooldown=0,1.0,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""tank=4|target=6|cooldown=0"", ""tank=4|target=6|cooldown=1"", ""tank=4|target=6|cooldown=1"", ""tank=4|target=6|cooldown=0"", ""tank=4|target=6|cooldown=1""]"
False,video-final-benign-occlusion,1,6,minimum_visible_fraction,RIGHT,tank=5|target=6|cooldown=0,bounded_translation_occlusion,sha256:ad3459c73cc11a60102a496d01ff4fc17f36352b23c83089e92feda68cce9918,6,STAY,4.767694331577687e-05,tank=5|target=none|cooldown=0,0.5,"[""STAY"", ""STAY"", ""STAY"", ""STAY"", ""STAY""]","[""tank=5|target=none|cooldown=0"", ""tank=5|target=none|cooldown=1"", ""tank=5|target=none|cooldown=1"", ""tank=5|target=none|cooldown=0"", ""tank=5|target=none|cooldown=1""]"
False,video-final-benign-occlusion,2,1,winner_threshold,FIRE,tank=6|target=6|cooldown=0,bounded_translation_occlusion,sha256:3ad840c642ceb629742152f58de54de63d4d7acabeeb3c6fb25992eeed3af29e,1,FIRE,0.1330887097730274,tank=6|target=6|cooldown=0,1.0,"[""FIRE"", ""STAY"", ""STAY"", ""FIRE"", ""STAY""]","[""tank=6|target=6|cooldown=0"", ""tank=6|target=6|cooldown=1"", ""tank=6|target=6|cooldown=1"", ""tank=6|target=6|cooldown=0"", ""tank=6|target=6|cooldown=1""]"
False,video-final-benign-occlusion,8,2,winner_threshold,LEFT,tank=6|target=1|cooldown=1,bounded_translation_occlusion,sha256:af5297a199692747e1ada9eb64130a231822b6df2d7bceac77dac14f46f4bea0,1,LEFT,0.1330887097730274,tank=6|target=1|cooldown=0,1.0,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""tank=6|target=1|cooldown=0"", ""tank=6|target=1|cooldown=1"", ""tank=6|target=1|cooldown=1"", ""tank=6|target=1|cooldown=0"", ""tank=6|target=1|cooldown=1""]"
False,video-final-benign-occlusion,9,1,winner_threshold,LEFT,tank=5|target=1|cooldown=0,bounded_translation_occlusion,sha256:7e59e50435504b74d93afa3ad6d175510d5fbcdba43514d0c20fbb8ec72c6b96,1,LEFT,0.11070712207484218,tank=5|target=1|cooldown=0,0.5,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""tank=5|target=1|cooldown=0"", ""tank=5|target=1|cooldown=1"", ""tank=5|target=1|cooldown=1"", ""tank=5|target=1|cooldown=0"", ""tank=5|target=1|cooldown=1""]"
False,video-final-benign-occlusion,8,1,winner_threshold,LEFT,tank=4|target=1|cooldown=0,bounded_translation_occlusion,sha256:94daac0e3093d1369da4c2ccb922e3a1d70f4ebd08b14e0fd8760b4b81d2ccf9,1,LEFT,0.13308893917103687,tank=4|target=1|cooldown=0,1.0,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""tank=4|target=1|cooldown=0"", ""tank=4|target=1|cooldown=1"", ""tank=4|target=1|cooldown=1"", ""tank=4|target=1|cooldown=0"", ""tank=4|target=1|cooldown=1""]"
False,video-final-benign-occlusion,8,1,winner_threshold,LEFT,tank=3|target=1|cooldown=0,bounded_translation_occlusion,sha256:3d307060508748301592f8847835bd631d55c3d4743734064d1ba4fcc85dfb2d,1,LEFT,0.13308893917103687,tank=3|target=1|cooldown=0,1.0,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""tank=3|target=1|cooldown=0"", ""tank=3|target=1|cooldown=1"", ""tank=3|target=1|cooldown=1"", ""tank=3|target=1|cooldown=0"", ""tank=3|target=1|cooldown=1""]"
False,video-final-benign-occlusion,6,1,winner_threshold,LEFT,tank=2|target=1|cooldown=0,bounded_translation_occlusion,sha256:5d0628337aeacc7867de83d6817d03a5385b0fc8e10560804338a819fcc82ac7,1,LEFT,0.11070712207484218,tank=2|target=1|cooldown=0,0.5,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""tank=2|target=1|cooldown=0"", ""tank=2|target=1|cooldown=1"", ""tank=2|target=1|cooldown=1"", ""tank=2|target=1|cooldown=0"", ""tank=2|target=1|cooldown=1""]"
False,video-final-benign-occlusion,2,1,winner_threshold,FIRE,tank=1|target=1|cooldown=0,bounded_translation_occlusion,sha256:617abdbc4c8c71eb655bc10bb7b44011c48a15384089e8c29eb2c56e98e46618,1,FIRE,0.13308893917103687,tank=1|target=1|cooldown=0,1.0,"[""FIRE"", ""STAY"", ""STAY"", ""FIRE"", ""STAY""]","[""tank=1|target=1|cooldown=0"", ""tank=1|target=1|cooldown=1"", ""tank=1|target=1|cooldown=1"", ""tank=1|target=1|cooldown=0"", ""tank=1|target=1|cooldown=1""]"
False,video-final-benign-occlusion,8,2,winner_threshold,RIGHT,tank=1|target=5|cooldown=1,bounded_translation_occlusion,sha256:8e6eb63cb82c35255ecb2ed31f90576669e1c7269499ac7254a9761c5cf911ad,1,RIGHT,0.13308893917103687,tank=1|target=5|cooldown=0,1.0,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""tank=1|target=5|cooldown=0"", ""tank=1|target=5|cooldown=1"", ""tank=1|target=5|cooldown=1"", ""tank=1|target=5|cooldown=0"", ""tank=1|target=5|cooldown=1""]"
False,video-final-benign-occlusion,9,1,winner_threshold,RIGHT,tank=2|target=5|cooldown=0,bounded_translation_occlusion,sha256:4b0f6b60b1bbd7c58bc6e8ad05a6845c25ecad2079e29f47aa9f263813eb3431,1,RIGHT,0.11070712207484218,tank=2|target=5|cooldown=0,0.5,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""tank=2|target=5|cooldown=0"", ""tank=2|target=5|cooldown=1"", ""tank=2|target=5|cooldown=1"", ""tank=2|target=5|cooldown=0"", ""tank=2|target=5|cooldown=1""]"
False,video-final-benign-occlusion,8,1,winner_threshold,RIGHT,tank=3|target=5|cooldown=0,bounded_translation_occlusion,sha256:e20f0c3b43fbda02dff1f55048556d0b37119353d0df0a4a304d23bb43cd39c6,1,RIGHT,0.13308893917103687,tank=3|target=5|cooldown=0,1.0,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""tank=3|target=5|cooldown=0"", ""tank=3|target=5|cooldown=1"", ""tank=3|target=5|cooldown=1"", ""tank=3|target=5|cooldown=0"", ""tank=3|target=5|cooldown=1""]"
False,video-final-benign-occlusion,6,1,winner_threshold,RIGHT,tank=4|target=5|cooldown=0,bounded_translation_occlusion,sha256:ac7f9effcdae355f53037b90b3de8b9315210fa05161db51541789f8eb8d0d20,1,RIGHT,0.13308893917103687,tank=4|target=5|cooldown=0,1.0,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""tank=4|target=5|cooldown=0"", ""tank=4|target=5|cooldown=1"", ""tank=4|target=5|cooldown=1"", ""tank=4|target=5|cooldown=0"", ""tank=4|target=5|cooldown=1""]"
False,video-final-benign-occlusion,2,1,winner_threshold,FIRE,tank=5|target=5|cooldown=0,bounded_translation_occlusion,sha256:c125fc1cd258afb8560a6614514edb336b381ee083c99682602e17b1b1d51d0c,1,FIRE,0.11070712207484218,tank=5|target=5|cooldown=0,0.5,"[""FIRE"", ""STAY"", ""STAY"", ""FIRE"", ""STAY""]","[""tank=5|target=5|cooldown=0"", ""tank=5|target=5|cooldown=1"", ""tank=5|target=5|cooldown=1"", ""tank=5|target=5|cooldown=0"", ""tank=5|target=5|cooldown=1""]"
False,video-final-negative-critical,,,minimum_visible_fraction,,,critical_evidence_removed,sha256:3eca50c2912e20afb7b5d7906dae2fd0275ab211c09bc35dd27665ab7528ef9e,,LEFT,0.0,tank=3|target=0|cooldown=0,0.5,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""tank=3|target=0|cooldown=0"", ""tank=3|target=0|cooldown=1"", ""tank=3|target=0|cooldown=1"", ""tank=3|target=0|cooldown=1"", ""tank=3|target=0|cooldown=0""]"
False,video-final-negative-critical,,,minimum_visible_fraction,,,critical_evidence_removed,sha256:4b4b77d3fe750b044d09ddcf84c4db5497c13b277e0ef7194584b6294008221c,,LEFT,0.0,tank=2|target=0|cooldown=0,0.5,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""tank=2|target=0|cooldown=0"", ""tank=2|target=0|cooldown=1"", ""tank=2|target=0|cooldown=1"", ""tank=2|target=0|cooldown=1"", ""tank=2|target=0|cooldown=0""]"
False,video-final-negative-critical,,,minimum_visible_fraction,,,critical_evidence_removed,sha256:a321d914b0370f7078f7bc454aa85e1e40ceb2366dfdc2ec827aceea71ad5bc9,,LEFT,0.0,tank=1|target=0|cooldown=0,0.5,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""tank=1|target=0|cooldown=0"", ""tank=1|target=0|cooldown=1"", ""tank=1|target=0|cooldown=1"", ""tank=1|target=0|cooldown=1"", ""tank=1|target=0|cooldown=0""]"
False,video-final-negative-critical,,,minimum_visible_fraction,,,critical_evidence_removed,sha256:af3ba48baaa6603db6f6e5f9333ae8efe8eaa3aa7967564cee85a9598b1d7001,,FIRE,0.0,tank=0|target=0|cooldown=0,0.5,"[""FIRE"", ""STAY"", ""STAY"", ""STAY"", ""FIRE""]","[""tank=0|target=0|cooldown=0"", ""tank=0|target=0|cooldown=1"", ""tank=0|target=0|cooldown=1"", ""tank=0|target=0|cooldown=1"", ""tank=0|target=0|cooldown=0""]"
False,video-final-negative-critical,,,minimum_visible_fraction,,,critical_evidence_removed,sha256:cafe8549f8dacb3d08980b3c140d450cfb3fb4e216f0455f97c8c0b45fbccd27,,RIGHT,0.0,tank=0|target=6|cooldown=0,0.5,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""tank=0|target=6|cooldown=0"", ""tank=0|target=6|cooldown=1"", ""tank=0|target=6|cooldown=1"", ""tank=0|target=6|cooldown=1"", ""tank=0|target=6|cooldown=0""]"
False,video-final-negative-critical,,,minimum_visible_fraction,,,critical_evidence_removed,sha256:ee82a191bb176da85a3d68b8fd91df13fd878a04df97ef774cc4b6718d1e97ff,,RIGHT,0.0,tank=1|target=6|cooldown=0,0.5,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""tank=1|target=6|cooldown=0"", ""tank=1|target=6|cooldown=1"", ""tank=1|target=6|cooldown=1"", ""tank=1|target=6|cooldown=1"", ""tank=1|target=6|cooldown=0""]"
False,video-final-negative-critical,,,minimum_visible_fraction,,,critical_evidence_removed,sha256:a9487e17b767fd7885958437b3a7608c67ad821c0a7e8f5e3bfd41b5eeed473f,,RIGHT,0.0,tank=2|target=6|cooldown=0,0.5,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""tank=2|target=6|cooldown=0"", ""tank=2|target=6|cooldown=1"", ""tank=2|target=6|cooldown=1"", ""tank=2|target=6|cooldown=1"", ""tank=2|target=6|cooldown=0""]"
False,video-final-negative-critical,,,minimum_visible_fraction,,,critical_evidence_removed,sha256:05c106754de55e874b5e2b28039eb6af8075bbabb5485558fa6ff265a620649a,,RIGHT,0.0,tank=3|target=6|cooldown=0,0.5,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""tank=3|target=6|cooldown=0"", ""tank=3|target=6|cooldown=1"", ""tank=3|target=6|cooldown=1"", ""tank=3|target=6|cooldown=1"", ""tank=3|target=6|cooldown=0""]"
False,video-final-negative-critical,,,minimum_visible_fraction,,,critical_evidence_removed,sha256:575657f150e75a3dfc379f315866005e4e2c4ecfa817bae3c10ee231bd1e6a1f,,RIGHT,0.0,tank=4|target=6|cooldown=0,0.5,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""tank=4|target=6|cooldown=0"", ""tank=4|target=6|cooldown=1"", ""tank=4|target=6|cooldown=1"", ""tank=4|target=6|cooldown=1"", ""tank=4|target=6|cooldown=0""]"
False,video-final-negative-critical,,,minimum_visible_fraction,,,critical_evidence_removed,sha256:b7296c67243f6474c428dedf310277100357457438e0370706f4bfcc0cf13f1b,,RIGHT,0.0,tank=5|target=6|cooldown=0,0.5,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""tank=5|target=6|cooldown=0"", ""tank=5|target=6|cooldown=1"", ""tank=5|target=6|cooldown=1"", ""tank=5|target=6|cooldown=1"", ""tank=5|target=6|cooldown=0""]"
False,video-final-negative-critical,,,minimum_visible_fraction,,,critical_evidence_removed,sha256:f96ada9f3bd149f6b9d9a4a78ff94033155c49088d1fddcb6acef3369b630f36,,FIRE,0.0,tank=6|target=6|cooldown=0,0.5,"[""FIRE"", ""STAY"", ""STAY"", ""STAY"", ""FIRE""]","[""tank=6|target=6|cooldown=0"", ""tank=6|target=6|cooldown=1"", ""tank=6|target=6|cooldown=1"", ""tank=6|target=6|cooldown=1"", ""tank=6|target=6|cooldown=0""]"
False,video-final-negative-critical,,,minimum_visible_fraction,,,critical_evidence_removed,sha256:22ea925e936975382927d4d068fd1f282b092b3c3fcb55bc1edd9e07c139fe4a,,LEFT,0.0,tank=6|target=1|cooldown=0,0.5,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""tank=6|target=1|cooldown=0"", ""tank=6|target=1|cooldown=1"", ""tank=6|target=1|cooldown=1"", ""tank=6|target=1|cooldown=1"", ""tank=6|target=1|cooldown=0""]"
False,video-final-negative-critical,,,minimum_visible_fraction,,,critical_evidence_removed,sha256:305d9937e9644ffe40bc8b1b160bb5bcea2c1b720383ed157b0fc9ce60e584b3,,LEFT,0.0,tank=5|target=1|cooldown=0,0.5,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""tank=5|target=1|cooldown=0"", ""tank=5|target=1|cooldown=1"", ""tank=5|target=1|cooldown=1"", ""tank=5|target=1|cooldown=1"", ""tank=5|target=1|cooldown=0""]"
False,video-final-negative-critical,,,minimum_visible_fraction,,,critical_evidence_removed,sha256:5e905f53bc36e3613704f3c1f11913bb85b55b781377cec98e3a648804b83cfd,,LEFT,0.0,tank=4|target=1|cooldown=0,0.5,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""tank=4|target=1|cooldown=0"", ""tank=4|target=1|cooldown=1"", ""tank=4|target=1|cooldown=1"", ""tank=4|target=1|cooldown=1"", ""tank=4|target=1|cooldown=0""]"
False,video-final-negative-critical,,,minimum_visible_fraction,,,critical_evidence_removed,sha256:3b738161a65beb2f8d6414db1586c3a6183a3c93ca16d87cc71b37a30923e998,,LEFT,0.0,tank=3|target=1|cooldown=0,0.5,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""tank=3|target=1|cooldown=0"", ""tank=3|target=1|cooldown=1"", ""tank=3|target=1|cooldown=1"", ""tank=3|target=1|cooldown=1"", ""tank=3|target=1|cooldown=0""]"
False,video-final-negative-critical,,,minimum_visible_fraction,,,critical_evidence_removed,sha256:6e86e1125ec2ab6f1c5d2a01e5d71a6c7c2d2067aac27a8a7669364971dc8828,,LEFT,0.0,tank=2|target=1|cooldown=0,0.5,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""tank=2|target=1|cooldown=0"", ""tank=2|target=1|cooldown=1"", ""tank=2|target=1|cooldown=1"", ""tank=2|target=1|cooldown=1"", ""tank=2|target=1|cooldown=0""]"
False,video-final-negative-critical,,,minimum_visible_fraction,,,critical_evidence_removed,sha256:20ecd55d99eda6fbc2de6b62ef5bd56e6b767990981668be3fce91c2f0a3b9c1,,FIRE,0.0,tank=1|target=1|cooldown=0,0.5,"[""FIRE"", ""STAY"", ""STAY"", ""STAY"", ""FIRE""]","[""tank=1|target=1|cooldown=0"", ""tank=1|target=1|cooldown=1"", ""tank=1|target=1|cooldown=1"", ""tank=1|target=1|cooldown=1"", ""tank=1|target=1|cooldown=0""]"
False,video-final-negative-critical,,,minimum_visible_fraction,,,critical_evidence_removed,sha256:8c91a2c48054a10c6e8cddafac32f0a223d07e09398b28bd7c5a3273700df301,,RIGHT,0.0,tank=1|target=5|cooldown=0,0.5,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""tank=1|target=5|cooldown=0"", ""tank=1|target=5|cooldown=1"", ""tank=1|target=5|cooldown=1"", ""tank=1|target=5|cooldown=1"", ""tank=1|target=5|cooldown=0""]"
False,video-final-negative-critical,,,minimum_visible_fraction,,,critical_evidence_removed,sha256:f2b9b2fc9156a58715054a7b1b09a9671b343ec05d4ba5b15339c0c1ff52a0a6,,RIGHT,0.0,tank=2|target=5|cooldown=0,0.5,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""tank=2|target=5|cooldown=0"", ""tank=2|target=5|cooldown=1"", ""tank=2|target=5|cooldown=1"", ""tank=2|target=5|cooldown=1"", ""tank=2|target=5|cooldown=0""]"
False,video-final-negative-critical,,,minimum_visible_fraction,,,critical_evidence_removed,sha256:7a33f7d10bbbf8c1ac1c7e4d284b677186617f8cd0474f5d4c20d8f6ebdcc596,,RIGHT,0.0,tank=3|target=5|cooldown=0,0.5,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""tank=3|target=5|cooldown=0"", ""tank=3|target=5|cooldown=1"", ""tank=3|target=5|cooldown=1"", ""tank=3|target=5|cooldown=1"", ""tank=3|target=5|cooldown=0""]"
False,video-final-negative-critical,,,minimum_visible_fraction,,,critical_evidence_removed,sha256:2506a9bf81e8095f80067ca53cf7607c9d68cf19fc11d1d505cfb66fb01d4af1,,RIGHT,0.0,tank=4|target=5|cooldown=0,0.5,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""tank=4|target=5|cooldown=0"", ""tank=4|target=5|cooldown=1"", ""tank=4|target=5|cooldown=1"", ""tank=4|target=5|cooldown=1"", ""tank=4|target=5|cooldown=0""]"
False,video-final-negative-critical,,,minimum_visible_fraction,,,critical_evidence_removed,sha256:05b35b731a4b0934317aab621069b0e760a665f6b1f1b2079b47de588ae5d551,,FIRE,0.0,tank=5|target=5|cooldown=0,0.5,"[""FIRE"", ""STAY"", ""STAY"", ""STAY"", ""FIRE""]","[""tank=5|target=5|cooldown=0"", ""tank=5|target=5|cooldown=1"", ""tank=5|target=5|cooldown=1"", ""tank=5|target=5|cooldown=1"", ""tank=5|target=5|cooldown=0""]"
False,video-final-negative-reordered,,,minimum_visible_fraction,,,reordered_frames,sha256:d8c8424fd614e2760420913aa1a16b10bd8261db1cc996b53e2e34afd23c969e,,LEFT,0.0,tank=3|target=0|cooldown=0,0.5,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""tank=3|target=0|cooldown=0"", ""tank=3|target=0|cooldown=1"", ""tank=3|target=0|cooldown=1"", ""tank=3|target=0|cooldown=1"", ""tank=3|target=0|cooldown=0""]"
False,video-final-negative-reordered,,,minimum_visible_fraction,,,reordered_frames,sha256:143b2a21c303ec04b91e597f8c15f171953f575dd49f6d30778aba25d64f550a,,LEFT,0.0,tank=2|target=0|cooldown=0,0.5,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""tank=2|target=0|cooldown=0"", ""tank=2|target=0|cooldown=1"", ""tank=2|target=0|cooldown=1"", ""tank=2|target=0|cooldown=1"", ""tank=2|target=0|cooldown=0""]"
False,video-final-negative-reordered,,,minimum_visible_fraction,,,reordered_frames,sha256:d8163ed2e42727128f5de5cdf1e5b975cc4589612aac135f5c7b79ae01e052f4,,LEFT,0.0,tank=1|target=0|cooldown=0,0.5,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""tank=1|target=0|cooldown=0"", ""tank=1|target=0|cooldown=1"", ""tank=1|target=0|cooldown=1"", ""tank=1|target=0|cooldown=1"", ""tank=1|target=0|cooldown=0""]"
False,video-final-negative-reordered,,,minimum_visible_fraction,,,reordered_frames,sha256:71309a77eb00f810dd1844070d56ce7dddf049ae7af90f8928c6e39f041c80a6,,FIRE,0.0,tank=0|target=0|cooldown=0,0.5,"[""FIRE"", ""STAY"", ""STAY"", ""STAY"", ""FIRE""]","[""tank=0|target=0|cooldown=0"", ""tank=0|target=0|cooldown=1"", ""tank=0|target=0|cooldown=1"", ""tank=0|target=0|cooldown=1"", ""tank=0|target=0|cooldown=0""]"
False,video-final-negative-reordered,,,minimum_visible_fraction,,,reordered_frames,sha256:80fdf290a2dfa3e4fd0b325f1823a264a6175651b66b7ed4a9a70ee7fe6f024d,,RIGHT,0.0,tank=0|target=6|cooldown=0,0.5,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""tank=0|target=6|cooldown=0"", ""tank=0|target=6|cooldown=1"", ""tank=0|target=6|cooldown=1"", ""tank=0|target=6|cooldown=1"", ""tank=0|target=6|cooldown=0""]"
False,video-final-negative-reordered,,,minimum_visible_fraction,,,reordered_frames,sha256:7ff4c64c0aec41c399754a0e1a5ab76bfde1dc48de9b113240908612a044c877,,RIGHT,0.0,tank=1|target=6|cooldown=0,0.5,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""tank=1|target=6|cooldown=0"", ""tank=1|target=6|cooldown=1"", ""tank=1|target=6|cooldown=1"", ""tank=1|target=6|cooldown=1"", ""tank=1|target=6|cooldown=0""]"
False,video-final-negative-reordered,,,minimum_visible_fraction,,,reordered_frames,sha256:ae5ac82493d36e857073cfb27bbf57ac29d081cb508581c633ca55882e192f85,,RIGHT,0.0,tank=2|target=6|cooldown=0,0.5,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""tank=2|target=6|cooldown=0"", ""tank=2|target=6|cooldown=1"", ""tank=2|target=6|cooldown=1"", ""tank=2|target=6|cooldown=1"", ""tank=2|target=6|cooldown=0""]"
False,video-final-negative-reordered,,,minimum_visible_fraction,,,reordered_frames,sha256:dc834e04808164c363dba6e797c3f7a96c27218096c9fa8311c4f23db3221413,,RIGHT,0.0,tank=3|target=6|cooldown=0,0.5,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""tank=3|target=6|cooldown=0"", ""tank=3|target=6|cooldown=1"", ""tank=3|target=6|cooldown=1"", ""tank=3|target=6|cooldown=1"", ""tank=3|target=6|cooldown=0""]"
False,video-final-negative-reordered,,,minimum_visible_fraction,,,reordered_frames,sha256:55947d9d14266500a57fb0c272976ee89305bcbcfa008fc5cb94245955b0131e,,RIGHT,0.0,tank=4|target=6|cooldown=0,0.5,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""tank=4|target=6|cooldown=0"", ""tank=4|target=6|cooldown=1"", ""tank=4|target=6|cooldown=1"", ""tank=4|target=6|cooldown=1"", ""tank=4|target=6|cooldown=0""]"
False,video-final-negative-reordered,,,minimum_visible_fraction,,,reordered_frames,sha256:420655da23f67789a369b86d469199d0ea2a618db0b2570dd00fd7160fbf1c9d,,RIGHT,0.0,tank=5|target=6|cooldown=0,0.5,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""tank=5|target=6|cooldown=0"", ""tank=5|target=6|cooldown=1"", ""tank=5|target=6|cooldown=1"", ""tank=5|target=6|cooldown=1"", ""tank=5|target=6|cooldown=0""]"
False,video-final-negative-reordered,,,minimum_visible_fraction,,,reordered_frames,sha256:a52db1281e9db31b038e51c2fe1ebe0a330c0932b54af9e0c64a20a7e53f17b1,,FIRE,0.0,tank=6|target=6|cooldown=0,0.5,"[""FIRE"", ""STAY"", ""STAY"", ""STAY"", ""FIRE""]","[""tank=6|target=6|cooldown=0"", ""tank=6|target=6|cooldown=1"", ""tank=6|target=6|cooldown=1"", ""tank=6|target=6|cooldown=1"", ""tank=6|target=6|cooldown=0""]"
False,video-final-negative-reordered,,,minimum_visible_fraction,,,reordered_frames,sha256:88de8f40522e2aa3e83f804bfa1e85f58c33c304ebddb8c2762552d6029ec7ea,,LEFT,0.0,tank=6|target=1|cooldown=0,0.5,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""tank=6|target=1|cooldown=0"", ""tank=6|target=1|cooldown=1"", ""tank=6|target=1|cooldown=1"", ""tank=6|target=1|cooldown=1"", ""tank=6|target=1|cooldown=0""]"
False,video-final-negative-reordered,,,minimum_visible_fraction,,,reordered_frames,sha256:7a2bd19d3adb88afbfe95aacd187d46051bd81c6e695e40285a10923200b1715,,LEFT,0.0,tank=5|target=1|cooldown=0,0.5,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""tank=5|target=1|cooldown=0"", ""tank=5|target=1|cooldown=1"", ""tank=5|target=1|cooldown=1"", ""tank=5|target=1|cooldown=1"", ""tank=5|target=1|cooldown=0""]"
