V2_accepted,V2_correct,V2_predicted_action,V2_predicted_row,V2_rejection_reason,V3_accepted,V3_correct,V3_predicted_action,V3_predicted_row,V3_rejection_reason,clip_id,expected_action,expected_row,frame_id,paired_outcome_category,temporal_classification
False,False,,,minimum_visible_fraction,False,False,,,frame order does not match manifest,video-final-negative-reordered,,,sha256:dc834e04808164c363dba6e797c3f7a96c27218096c9fa8311c4f23db3221413,rejected_by_both,reordered_frames
False,False,,,minimum_visible_fraction,False,False,,,frame order does not match manifest,video-final-negative-reordered,,,sha256:df0e8eec694bf257a96c317954cd663486c1322852b6ef1639206bd4c1db1333,rejected_by_both,reordered_frames
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-benign-shift,LEFT,tank=2|target=0|cooldown=0,sha256:e0fb5f47cb9e414a3c5685c1ba6abf2b2585ab1980ca4449945caadaf128bf0c,rejected_by_both,benign_shift
False,False,,,winner_threshold,False,False,,,winner_threshold,video-final-benign-occlusion,RIGHT,tank=3|target=5|cooldown=0,sha256:e20f0c3b43fbda02dff1f55048556d0b37119353d0df0a4a304d23bb43cd39c6,rejected_by_both,benign_occlusion
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-benign-exact,RIGHT,tank=3|target=6|cooldown=0,sha256:e401918d91dff03d7b0004eda540cd8c93978b55fc2d0f09dd1de4e1295faf41,rejected_by_both,benign_exact
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-benign-shift,LEFT,tank=1|target=0|cooldown=0,sha256:e44cada1af6a86b7a0a29624c7e4ffe1c6f2c680b7ab2b257e2416b61fa71bd9,rejected_by_both,benign_shift
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-benign-exact,FIRE,tank=6|target=6|cooldown=0,sha256:e849cd4a4b35fd9c9114bc6e53c88f7587ba2f68e0ed0d49930d1b0ddd2631e1,rejected_by_both,benign_exact
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-negative-stale,,,sha256:eddda343527ee449606d569e9152375a3358a52bb1535ad136de3be249ca1e97,rejected_by_both,stale_repeated_pixels
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-benign-shift,FIRE,tank=0|target=0|cooldown=0,sha256:ee5a84bf9616c170b01bc71f49c9b98855977077e0d22a327e357657d66e51e9,rejected_by_both,benign_shift
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-negative-critical,,,sha256:ee82a191bb176da85a3d68b8fd91df13fd878a04df97ef774cc4b6718d1e97ff,rejected_by_both,critical_evidence_removed
False,False,,,minimum_visible_fraction,False,False,,,frame order does not match manifest,video-final-negative-reordered,,,sha256:f04314bd3e42a0795705c277c3ce203a7163a76503ec72a410509918aa08a49e,rejected_by_both,reordered_frames
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-negative-critical,,,sha256:f2b9b2fc9156a58715054a7b1b09a9671b343ec05d4ba5b15339c0c1ff52a0a6,rejected_by_both,critical_evidence_removed
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-benign-exact,RIGHT,tank=2|target=6|cooldown=0,sha256:f7ae089e62d9518fcefeec278d39eadbb98cadc4f91360f74440630f5dd9dafc,rejected_by_both,benign_exact
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-negative-critical,,,sha256:f96ada9f3bd149f6b9d9a4a78ff94033155c49088d1fddcb6acef3369b630f36,rejected_by_both,critical_evidence_removed
False,False,,,minimum_visible_fraction,False,False,,,minimum_visible_fraction,video-final-benign-shift,LEFT,tank=2|target=1|cooldown=0,sha256:ffba04c3e8da7fbdd8742dcc73231d2c73e2239e15e0b16df64775cd390f9d52,rejected_by_both,benign_shift
